model,rho_label,eta,t,va_mean,va_stdev
voter,rho_4,0.10000000000000001,2750,0.8451784857011342,0.12997699434783413
voter,rho_4,0.10000000000000001,2800,0.8480178247792063,0.13034165441473955
voter,rho_4,0.10000000000000001,2850,0.8436535559828539,0.1232007775709407
voter,rho_4,0.10000000000000001,2900,0.850063985603007,0.13393789785777818
voter,rho_4,0.10000000000000001,2950,0.8579835711986707,0.09214316979429045
voter,rho_4,0.10000000000000001,3000,0.8606880820375507,0.08740064318896125
voter,rho_4,0.10000000000000001,3050,0.8533654127238293,0.11065247325665507
voter,rho_4,0.10000000000000001,3100,0.8465675526950618,0.12050663738367326
voter,rho_4,0.10000000000000001,3150,0.8192898289400491,0.13861954493527429
voter,rho_4,0.10000000000000001,3200,0.8079020518480838,0.1588398365468068
voter,rho_4,0.10000000000000001,3250,0.8188548111024243,0.17077422483055896
voter,rho_4,0.10000000000000001,3300,0.8210691684424111,0.1733252114044269
voter,rho_4,0.10000000000000001,3350,0.8438329958855881,0.13532545944334193
voter,rho_4,0.10000000000000001,3400,0.8461151572691007,0.12317411136306924
voter,rho_4,0.10000000000000001,3450,0.862203226112709,0.0711800390283295
voter,rho_4,0.10000000000000001,3500,0.8816986019543309,0.07967057080458098
voter,rho_4,0.10000000000000001,3550,0.874441926425425,0.07773869747658614
voter,rho_4,0.10000000000000001,3600,0.8631655914820037,0.09038698314950072
voter,rho_4,0.10000000000000001,3650,0.8585485679579152,0.10364612896524383
voter,rho_4,0.10000000000000001,3700,0.8521341434757194,0.11336279152246456
voter,rho_4,0.10000000000000001,3750,0.8553692186517651,0.10844963303316334
voter,rho_4,0.10000000000000001,3800,0.8280197174206341,0.15129999993086027
voter,rho_4,0.10000000000000001,3850,0.8357662722787348,0.134347544927241
voter,rho_4,0.10000000000000001,3900,0.8271075937695981,0.1642539921304655
voter,rho_4,0.10000000000000001,3950,0.8279652144998932,0.18662900431447832
voter,rho_4,0.10000000000000001,4000,0.8449960378144599,0.14859675204862638
voter,rho_4,0.10000000000000001,4050,0.8289416506554929,0.16221352453204443
voter,rho_4,0.10000000000000001,4100,0.8329887209910416,0.16637186131373735
voter,rho_4,0.10000000000000001,4150,0.8455249604545539,0.1367668611839863
voter,rho_4,0.10000000000000001,4200,0.8759295707219646,0.12140231243355344
voter,rho_4,0.10000000000000001,4250,0.8476340902171661,0.17194101089651437
voter,rho_4,0.10000000000000001,4300,0.8745383367526293,0.1439484692528201
voter,rho_4,0.10000000000000001,4350,0.8675975651635005,0.1238279195731237
voter,rho_4,0.10000000000000001,4400,0.8595351483319623,0.1573245541275908
voter,rho_4,0.10000000000000001,4450,0.8423118092240308,0.17734995249932115
voter,rho_4,0.10000000000000001,4500,0.8369427057849034,0.1212819371633728
voter,rho_4,0.10000000000000001,4550,0.8419921606792554,0.10667072939041507
voter,rho_4,0.10000000000000001,4600,0.8341804737417551,0.15845022938662412
voter,rho_4,0.10000000000000001,4650,0.8488930509476955,0.13540414830688477
voter,rho_4,0.10000000000000001,4700,0.8291225330005112,0.16637552229310304
voter,rho_4,0.10000000000000001,4750,0.847582566254997,0.13228623976845647
voter,rho_4,0.10000000000000001,4800,0.8567416836968812,0.16190756294590183
voter,rho_4,0.10000000000000001,4850,0.8551298442481633,0.18074247543297256
voter,rho_4,0.10000000000000001,4900,0.8597159808329309,0.1498929408315472
voter,rho_4,0.10000000000000001,4950,0.8415728224741759,0.14561318097153156
voter,rho_4,0.10000000000000001,5000,0.8357670412770654,0.14960123411286866
voter,rho_4,0.14999999999999999,0,0.04912663486376606,0.01785120164798776
voter,rho_4,0.14999999999999999,50,0.29039487107369727,0.13361927784374156
voter,rho_4,0.14999999999999999,100,0.3741840941262867,0.1876528395640346
voter,rho_4,0.14999999999999999,150,0.49225069328613413,0.1429498380572749
voter,rho_4,0.14999999999999999,200,0.5160491322211113,0.1429535726642774
voter,rho_4,0.14999999999999999,250,0.5505439278746236,0.2105144875106941
voter,rho_4,0.14999999999999999,300,0.5357672594699363,0.22325938747898
voter,rho_4,0.14999999999999999,350,0.5691695833522893,0.19470543678544402
voter,rho_4,0.14999999999999999,400,0.6148296349884019,0.18965976899562134
voter,rho_4,0.14999999999999999,450,0.649652486434265,0.1994335992341504
voter,rho_4,0.14999999999999999,500,0.660321596243578,0.20260246813013016
voter,rho_4,0.14999999999999999,550,0.6895921236777418,0.21819726580883672
voter,rho_4,0.14999999999999999,600,0.7196862749162505,0.1539377558093774
voter,rho_4,0.14999999999999999,650,0.6791011890145879,0.17028393000709066
voter,rho_4,0.14999999999999999,700,0.667093391904392,0.1725979975393707
voter,rho_4,0.14999999999999999,750,0.6728149730965687,0.17351075913864936
voter,rho_4,0.14999999999999999,800,0.681827520890986,0.1902768132563977
voter,rho_4,0.14999999999999999,850,0.6579643436037006,0.20384301516095657
voter,rho_4,0.14999999999999999,900,0.7017352242475599,0.1922707740171654
voter,rho_4,0.14999999999999999,950,0.6893740232416847,0.2050090352407924
voter,rho_4,0.14999999999999999,1000,0.7225804744862381,0.19425795457875086
voter,rho_4,0.14999999999999999,1050,0.7113432983685268,0.1924240543441146
voter,rho_4,0.14999999999999999,1100,0.7103460189523273,0.17563096439005021
voter,rho_4,0.14999999999999999,1150,0.7219148104378251,0.14572042067023175
