model,rho_nominal,rho_label,N,eta,eta_index,steps,base_seed,realization,returncode,elapsed_s
vicsek,2.0,rho_2,200,4.6,16,3000,1601604,4,0,1.6141
vicsek,2.0,rho_2,200,4.6,16,3000,1601605,5,0,1.5741
vicsek,2.0,rho_2,200,4.6,16,3000,1601606,6,0,1.5833
vicsek,2.0,rho_2,200,4.6,16,3000,1601607,7,0,1.6043
vicsek,2.0,rho_2,200,4.6,16,3000,1601608,8,0,1.6041
vicsek,2.0,rho_2,200,4.6,16,3000,1601609,9,0,1.5747
vicsek,2.0,rho_2,200,4.6,16,3000,1601610,10,0,1.5462
vicsek,2.0,rho_2,200,4.6,16,3000,1601611,11,0,1.5626
vicsek,2.0,rho_2,200,4.6,16,3000,1601612,12,0,1.5515
vicsek,2.0,rho_2,200,4.6,16,3000,1601613,13,0,1.5151
vicsek,2.0,rho_2,200,4.6,16,3000,1601614,14,0,1.537
vicsek,2.0,rho_2,200,4.6,16,3000,1601615,15,0,1.5235
vicsek,2.0,rho_2,200,4.6,16,3000,1601616,16,0,1.5428
vicsek,2.0,rho_2,200,4.6,16,3000,1601617,17,0,1.5666
vicsek,2.0,rho_2,200,4.6,16,3000,1601618,18,0,1.5975
vicsek,2.0,rho_2,200,4.6,16,3000,1601619,19,0,1.5595
vicsek,2.0,rho_2,200,4.8,17,3000,1601700,0,0,1.4701
vicsek,2.0,rho_2,200,4.8,17,3000,1601701,1,0,1.5245
vicsek,2.0,rho_2,200,4.8,17,3000,1601702,2,0,1.4979
vicsek,2.0,rho_2,200,4.8,17,3000,1601703,3,0,1.5535
vicsek,2.0,rho_2,200,4.8,17,3000,1601704,4,0,1.4843
vicsek,2.0,rho_2,200,4.8,17,3000,1601705,5,0,1.5482
vicsek,2.0,rho_2,200,4.8,17,3000,1601706,6,0,1.5018
vicsek,2.0,rho_2,200,4.8,17,3000,1601707,7,0,1.502
vicsek,2.0,rho_2,200,4.8,17,3000,1601708,8,0,1.5399
vicsek,2.0,rho_2,200,4.8,17,3000,1601709,9,0,1.5373
vicsek,2.0,rho_2,200,4.8,17,3000,1601710,10,0,1.5187
vicsek,2.0,rho_2,200,4.8,17,3000,1601711,11,0,1.4932
vicsek,2.0,rho_2,200,4.8,17,3000,1601712,12,0,1.5229
vicsek,2.0,rho_2,200,4.8,17,3000,1601713,13,0,1.48
vicsek,2.0,rho_2,200,4.8,17,3000,1601714,14,0,1.5293
vicsek,2.0,rho_2,200,4.8,17,3000,1601715,15,0,1.4477
vicsek,2.0,rho_2,200,4.8,17,3000,1601716,16,0,1.5088
vicsek,2.0,rho_2,200,4.8,17,3000,1601717,17,0,1.5349
vicsek,2.0,rho_2,200,4.8,17,3000,1601718,18,0,1.5396
vicsek,2.0,rho_2,200,4.8,17,3000,1601719,19,0,1.5794
vicsek,2.0,rho_2,200,5.2,18,3000,1601800,0,0,1.5249
